,회사,산업,사원수,연봉
547,롯데푸드,식품가공,2109,4140
548,롯데쇼핑,렌탈·임대·리스,50000,5079
549,지멘스,전기·전자·제어,903,5605
550,경기주택도시공사,공기업·공공기관,530,2400
551,본아이에프,음식료·외식·프랜차이즈,219,3678
552,아이티엠반도체,반도체·디스플레이·광학,288,3125
553,대원제약,제약·보건·바이오,1006,5600
554,극동방송,방송·케이블·프로덕션,69,3900
555,빗썸코리아,쇼핑몰·오픈마켓·소셜커머스,243,4930
556,한섬,섬유·의류·패션,1454,5259
557,휴맥스,전기·전자·제어,1260,4685
558,두나무,포털·컨텐츠·커뮤니티,150,3906
559,이니스프리,생활화학·화장품,395,2991
560,코리아세븐,백화점·유통·도소매,1421,6100
561,에스비아이저축은행,캐피탈·대출,526,5292
562,더블유스코프코리아,화학·에너지·환경,680,4385
563,인라이플,솔루션·SI·CRM·ERP,310,4527
564,한국생산기술연구원,공기업·공공기관,1488,4533
565,하이프라자,백화점·유통·도소매,4167,3700
566,까사미아,목재·제지·가구,435,4076
567,인터파크,쇼핑몰·오픈마켓·소셜커머스,1198,4232
568,골프존,컴퓨터·하드웨어·장비,406,5335
569,팅크웨어,컴퓨터·하드웨어·장비,370,3600
570,한국퀄컴,컴퓨터·하드웨어·장비,410,8000
571,로보스타,기계·기계설비,247,4682
572,DSR,섬유·의류·패션,167,7000
573,한글과컴퓨터,컴퓨터·하드웨어·장비,434,4256
574,현대캐피탈,은행·금융,2254,4422
575,진흥기업,건설·시공·토목·조경,313,6000
576,롯데카드,은행·금융,1333,4693
577,동화기업,목재·제지·가구,720,5645
578,현대리바트,생활용품·소비재·기타,794,3730
579,다날,모바일·APP,209,4090
580,골프존뉴딘홀딩스,게임·애니메이션,1100,4735
581,광전자,전기·전자·제어,887,2612
582,퍼시스,목재·제지·가구,191,3633
583,엘아이에스,반도체·디스플레이·광학,250,4559
584,한국농수산식품유통공사,공기업·공공기관,699,2500
585,위메프,쇼핑몰·오픈마켓·소셜커머스,1800,3895
586,케이티텔레캅,시설관리·보안·경비,2638,3760
587,롯데건설,건설·시공·토목·조경,3271,5000
588,이스타항공,호텔·여행·항공,1613,4177
589,원익테라세미콘,반도체·디스플레이·광학,235,4306
590,삼성화재해상보험,은행·금융,5680,5307
591,에이치엠엠,물류·운송·배송,1512,5490
592,넷마블네오,게임·애니메이션,473,3833
593,이데일리,포털·컨텐츠·커뮤니티,241,4230
594,동부건설,건설·시공·토목·조경,910,2880
595,한진해운,물류·운송·배송,5355,8200
596,상신브레이크,자동차·조선·철강·항공,639,6500
597,대한제강,자동차·조선·철강·항공,389,4200
598,흥국생명보험,은행·금융,627,5043
599,케이엠더블유,전기·전자·제어,392,4110
600,케이지이니시스,쇼핑몰·오픈마켓·소셜커머스,213,4211
601,엠포스,광고·홍보·전시,270,3738
602,메타넷대우정보,솔루션·SI·CRM·ERP,531,4720
603,아시아나아이디티,솔루션·SI·CRM·ERP,453,5345
604,현대통신,전기·전자·제어,185,4637
605,아이디스홀딩스,컴퓨터·하드웨어·장비,360,4566
606,이글루시큐리티,정보보안,804,3803
607,삼정회계법인,회계·세무·법무,3422,5563
608,한국스탠다드차타드은행,은행·금융,4170,5776
609,씨제이올리브네트웍스,솔루션·SI·CRM·ERP,1145,5427
610,하이록코리아,자동차·조선·철강·항공,512,2700
611,다원시스,전기·전자·제어,571,4033
612,지오영,제약·보건·바이오,248,4455
613,한세실업,섬유·의류·패션,609,5930
614,희림종합건축사사무소,건축·설비·환경,1080,4400
615,더에스엠씨그룹,광고·홍보·전시,250,3111
616,농협생명보험,은행·금융,1013,5950
617,소만사,정보보안,200,4026
618,유씨아이,학원·어학원·교육원,44,5800
619,케이지에듀원,학원·어학원·교육원,260,4059
620,한국전기안전공사,공기업·공공기관,2810,4333
621,현대파워텍,자동차·조선·철강·항공,2000,5500
622,한국광물자원공사,공기업·공공기관,350,7500
623,한국화이자제약,제약·보건·바이오,460,6500
624,코스콤,솔루션·SI·CRM·ERP,746,5048
625,리드코프,캐피탈·대출,394,3653
626,한국피앤지,생활용품·소비재·기타,320,3000
627,대방건설,건설·시공·토목·조경,610,4500
628,삼일제약,제약·보건·바이오,439,5666
629,시높시스코리아,반도체·디스플레이·광학,350,2450
630,인피닉,IT컨설팅,400,2488
631,효성티앤에스,컴퓨터·하드웨어·장비,812,5157
632,엘오케이,생활화학·화장품,580,3925
633,대덕,전기·전자·제어,12,4400
634,한국전자기술연구원,전기·전자·제어,700,3544
635,청호나이스,전기·전자·제어,1096,4263
636,스템코,공기업·공공기관,1163,4100
637,한솔테크닉스,전기·전자·제어,640,4420
638,미래컴퍼니,기계·기계설비,330,4794
639,셀바스에이아이,솔루션·SI·CRM·ERP,147,4579
640,한국휴렛팩커드,컴퓨터·하드웨어·장비,750,6224
641,엑심베이,솔루션·SI·CRM·ERP,50,3754
642,빅히트엔터테인먼트,게임·애니메이션,228,3500
643,STX,무역·상사,119,5300
644,세아제강지주,자동차·조선·철강·항공,28,6800
645,삼성경제연구소,컨설팅·연구·조사,277,3550
646,현대제철,자동차·조선·철강·항공,6000,4675
647,크루셜텍,전기·전자·제어,100,4326
648,이랜드리테일,백화점·유통·도소매,3802,3499
649,동원산업,백화점·유통·도소매,638,5100
650,두원공조,자동차·조선·철강·항공,442,3200
651,네오팜,생활화학·화장품,130,4500
652,한국전자금융,은행·금융,472,4753
653,액토즈소프트,게임·애니메이션,100,3554
654,에프엠케이,무역·상사,300,7700
655,한국철도시설공단,공기업·공공기관,1365,5030
656,전남대학교병원,제약·보건·바이오,3739,4450
657,태광실업,생활용품·소비재·기타,800,5827
658,대홍기획,광고·홍보·전시,250,6566
659,동해종합기술공사,건설·시공·토목·조경,540,4650
660,한국정보통신,네트워크·통신서비스,248,5892
661,에스에이피코리아,공기업·공공기관,455,5600
662,태광산업,화학·에너지·환경,1341,4900
663,쌍용정보통신,솔루션·SI·CRM·ERP,376,4808
664,코마스인터렉티브,광고·홍보·전시,95,3283
665,도이치모터스,자동차·조선·철강·항공,1075,4200
666,한국공항,물류·운송·배송,2859,3320
667,코스트코코리아,백화점·유통·도소매,5649,6016
668,로앤비,포털·컨텐츠·커뮤니티,38,4233
669,힐티코리아,건설·시공·토목·조경,221,4266
670,삼부토건,건설·시공·토목·조경,230,5700
671,다나와,컴퓨터·하드웨어·장비,250,3326
672,나스미디어,광고·홍보·전시,320,4016
673,엘지헬로비전,네트워크·통신서비스,1130,4087
674,샘표,식품가공,700,3125
675,에스텍파마,제약·보건·바이오,183,3700
676,제이티비씨스튜디오,방송·케이블·프로덕션,182,3979
677,한국개발연구원,공기업·공공기관,284,2600
678,유니에스,콜센터·아웃소싱·기타,17414,2738
679,레진엔터테인먼트,연예·엔터테인먼트,128,3854
680,케이이씨,전기·전자·제어,38,2940
681,동양이엔피,전기·전자·제어,407,4725
682,슈프리마에이치큐,컴퓨터·하드웨어·장비,200,4189
683,이랜드파크,호텔·여행·항공,973,4800
684,에스트라,생활화학·화장품,230,3966
685,에어라이브코리아,포털·컨텐츠·커뮤니티,50,4848
686,메리츠화재해상보험,은행·금융,2828,5200
687,천재교육,출판·인쇄·사진,485,3784
688,신한캐피탈,캐피탈·대출,246,5650
689,한국단자공업,자동차·조선·철강·항공,1107,4458
690,한국보훈복지의료공단,공기업·공공기관,4857,4105
691,와우소프트,포털·컨텐츠·커뮤니티,20,3100
692,한국조선해양,자동차·조선·철강·항공,684,5144
693,투믹스,포털·컨텐츠·커뮤니티,40,3478
694,사조대림,음식료·외식·프랜차이즈,2100,3850
695,마이리얼트립,호텔·여행·항공,100,3100
696,웅진식품,음식료·외식·프랜차이즈,269,4800
697,지멘스인더스트리소프트웨어,솔루션·SI·CRM·ERP,222,6500
698,지오스토리,포털·컨텐츠·커뮤니티,25,4066
699,대영초음파,전기·전자·제어,120,4500
700,에프앤리퍼블릭,백화점·유통·도소매,45,3150
701,아이에스동서,금속·재료·자재,621,5186
702,텔레칩스,반도체·디스플레이·광학,274,5485
703,한국연구재단,공기업·공공기관,313,2650
704,서린정보기술,솔루션·SI·CRM·ERP,54,4022
705,위킵 주식회사,물류·운송·배송,111,3200
706,미리소프트,솔루션·SI·CRM·ERP,3,2900
707,약진통상,섬유·의류·패션,453,5633
708,램리서치코리아,반도체·디스플레이·광학,700,6060
709,예가람저축은행,은행·금융,188,4150
710,한국프랜지공업,자동차·조선·철강·항공,467,5900
711,현대삼호중공업,자동차·조선·철강·항공,3628,6400
712,그레닉스,음식료·외식·프랜차이즈,250,2000
713,동진쎄미켐,화학·에너지·환경,1163,5162
714,아워홈,음식료·외식·프랜차이즈,10473,4696
715,바디프랜드,전기·전자·제어,935,3779
716,네이처리퍼블릭,생활화학·화장품,210,4826
717,넥센타이어,자동차·조선·철강·항공,4127,5533
718,이수페타시스,전기·전자·제어,886,5500
719,엠엔알,포털·컨텐츠·커뮤니티,9,7500
720,유비케어,솔루션·SI·CRM·ERP,271,3867
721,포인트닉스,제약·보건·바이오,250,3407
722,제넥신,제약·보건·바이오,152,5100
723,신도리코,전기·전자·제어,524,3427
724,왓이프,포털·컨텐츠·커뮤니티,11,3550
725,경남기업,건축·설비·환경,390,5000
726,공게임즈,게임·애니메이션,100,3855
727,모바일마루,포털·컨텐츠·커뮤니티,9,2975
728,이스트소프트,솔루션·SI·CRM·ERP,170,3842
729,케이비손해보험,은행·금융,3240,5214
730,성원애드피아,출판·인쇄·사진,320,3881
731,조선일보사,출판·인쇄·사진,473,2625
732,패션그룹형지,섬유·의류·패션,247,3530
733,서진산업,자동차·조선·철강·항공,780,3900
734,와이티엔,방송·케이블·프로덕션,679,2400
735,삼정펄프,목재·제지·가구,300,3800
736,파트론,전기·전자·제어,462,3835
737,제로투세븐,섬유·의류·패션,206,3550
738,한솔교육,학원·어학원·교육원,2000,3939
739,엑스엘게임즈,게임·애니메이션,400,3699
740,러쉬코리아,백화점·유통·도소매,395,4335
741,에이프로젠,제약·보건·바이오,250,5500
742,종근당건강,식품가공,194,4400
743,오픈베이스,솔루션·SI·CRM·ERP,168,3926
744,한국몰렉스,전기·전자·제어,770,5133
745,한국은행,공기업·공공기관,2219,7162
746,레드덕,게임·애니메이션,60,2759
747,명화공업,자동차·조선·철강·항공,600,3600
748,동방,물류·운송·배송,729,4500
749,넷마블엔투,게임·애니메이션,357,3690
750,한국생활건강,쇼핑몰·오픈마켓·소셜커머스,150,2977
751,캐논코리아비즈니스솔루션,기계·기계설비,1248,3979
752,하나로티앤에스,물류·운송·배송,597,6050
753,제주은행,은행·금융,455,4350
754,엔브이에이치코리아,자동차·조선·철강·항공,381,5400
755,디지털태인,포털·컨텐츠·커뮤니티,15,3926
756,클리오,생활화학·화장품,274,2900
757,씨브로드,포털·컨텐츠·커뮤니티,25,5344
758,솔브레인홀딩스,반도체·디스플레이·광학,73,3500
759,리노미디어,광고·홍보·전시,130,3753
760,스마일게이트홀딩스,게임·애니메이션,50,5175
761,성도이엔지,건축·설비·환경,340,5000
762,피에스앤마케팅,백화점·유통·도소매,2200,4785
763,한양이엔지,건설·시공·토목·조경,884,4800
764,한국아트라스비엑스,생활용품·소비재·기타,994,3300
765,이테크건설,건축·설비·환경,669,5166
766,세방,물류·운송·배송,698,4450
767,경남제약,공기업·공공기관,240,3450
768,인피니언테크놀로지스코리아,전기·전자·제어,151,3500
769,자화전자,전기·전자·제어,491,4642
770,아이에스시,반도체·디스플레이·광학,400,3500
771,제이슨그룹,쇼핑몰·오픈마켓·소셜커머스,240,4345
772,갤럭시아디바이스,전기·전자·제어,39,3350
773,엔디에스,솔루션·SI·CRM·ERP,397,5007
774,효성,전기·전자·제어,630,4287
775,메카로,반도체·디스플레이·광학,247,3700
776,한국산업인력공단,공기업·공공기관,1286,2725
777,메가스터디,출판·인쇄·사진,230,3796
778,바른손이앤에이,게임·애니메이션,190,4112
779,한국지엠,자동차·조선·철강·항공,17000,5255
780,S&T모티브,자동차·조선·철강·항공,743,2040
781,디즈아크,게임·애니메이션,20,5842
782,오토플러스,자동차·조선·철강·항공,359,2900
783,더에듀케이션,학원·어학원·교육원,122,4533
